(14, 83)
(14, 84)
(13, 84)
(13, 85)
(12, 85)
(12, 86)
(12, 87)
(12, 88)
(12, 89)
(13, 89)
(13, 90)
(13, 91)
(14, 91)
(14, 92)
(14, 93)
(15, 93)
(15, 94)
(16, 94)
(16, 95)
(16, 96)
(17, 96)
(17, 97)
(17, 98)
(18, 98)
(18, 99)
(18, 100)
(19, 100)
(19, 101)
(19, 102)
(20, 102)
(20, 103)
(20, 104)
(21, 104)
(21, 105)
(22, 105)
(22, 106)
(22, 107)
(23, 107)
(23, 108)
(23, 109)
(24, 109)
(24, 110)
(24, 111)
(25, 111)
(25, 112)
(26, 112)
(26, 113)
(26, 114)
(27, 114)
(27, 115)
(27, 116)
(28, 116)
(28, 117)
(28, 118)
(28, 119)
(29, 119)
(29, 120)
(29, 121)
(30, 121)
(30, 122)
(31, 122)
(31, 123)
(31, 124)
(32, 124)
(32, 125)
(32, 126)
(33, 126)
(33, 127)
(33, 128)
(34, 128)
(34, 129)
(34, 130)
(35, 130)
(35, 131)
(36, 131)
(36, 132)
(36, 133)
(37, 133)
(37, 134)
(37, 135)
(38, 135)
(38, 136)
(39, 136)
(39, 137)
(39, 138)
(40, 138)
(40, 139)
(41, 139)
(41, 140)
(41, 141)
(42, 141)
(42, 142)
(43, 142)
(43, 143)
(43, 144)
(44, 144)
(44, 145)
(44, 146)
(45, 146)
(45, 147)
(46, 147)
(46, 148)
(46, 149)
(47, 149)
(47, 150)
(48, 150)
(48, 151)
(48, 152)
(49, 152)
(49, 153)
(50, 153)
(50, 154)
(50, 155)
(51, 155)
(51, 156)
(51, 157)
(52, 157)
(52, 158)
(53, 158)
(53, 159)
(53, 160)
(54, 160)
(54, 161)
(55, 161)
(55, 162)
(55, 163)
(56, 163)
(56, 164)
(57, 164)
(57, 165)
(57, 166)
(58, 166)
(58, 167)
(58, 168)
(59, 168)
(59, 169)
(60, 169)
(60, 170)
(60, 171)
(61, 171)
(61, 172)
(62, 172)
(62, 173)
(62, 174)
(63, 174)
(63, 175)
(63, 176)
(64, 176)
(64, 177)
(65, 177)
(65, 178)
(65, 179)
(66, 179)
(66, 180)
(67, 180)
(67, 181)
(67, 182)
(68, 182)
(68, 183)
(68, 184)
(69, 184)
(69, 185)
(70, 185)
(70, 186)
(70, 187)
(71, 187)
(71, 188)
(71, 189)
(72, 189)
(72, 190)
(73, 190)
(73, 191)
(73, 192)
(74, 192)
(74, 193)
(74, 194)
(75, 194)
(75, 195)
(76, 195)
(76, 196)
(76, 197)
(77, 197)
(77, 198)
(77, 199)
(78, 199)
(78, 200)
(79, 200)
(79, 201)
(79, 202)
(80, 202)
(80, 203)
(80, 204)
(81, 204)
(81, 205)
(81, 206)
(82, 206)
(82, 207)
(83, 207)
(83, 208)
(83, 209)
(84, 209)
(84, 210)
(85, 210)
(85, 211)
(85, 212)
(86, 212)
(86, 213)
(86, 214)
(87, 214)
(87, 215)
(88, 215)
(88, 216)
(88, 217)
(89, 217)
(89, 218)
(89, 219)
(90, 219)
(90, 220)
(90, 221)
(91, 221)
(91, 222)
(92, 222)
(92, 223)
(92, 224)
(93, 224)
(93, 225)
(94, 225)
(94, 226)
(94, 227)
(95, 227)
(95, 228)
(96, 228)
(96, 229)
(96, 230)
(97, 230)
(97, 231)
(98, 231)
(98, 232)
(98, 233)
(99, 233)
(99, 234)
(100, 234)
(100, 235)
(100, 236)
(101, 236)
(101, 237)
(102, 237)
(102, 238)
(102, 239)
(103, 239)
(103, 240)
(104, 240)
(104, 241)
(105, 241)
(105, 242)
(105, 243)
(106, 243)
(106, 244)
(106, 245)
(107, 245)
(107, 246)
(108, 246)
(109, 246)
(110, 246)
(111, 246)
(112, 246)
(112, 245)
(113, 245)
(114, 245)
(114, 244)
(115, 244)
(116, 244)
(116, 243)
(117, 243)
(118, 243)
(118, 242)
(119, 242)
(119, 241)
(120, 241)
(121, 241)
(121, 240)
(122, 240)
(123, 240)
(123, 239)
(124, 239)
(125, 239)
(125, 238)
(126, 238)
(127, 238)
(127, 237)
(128, 237)
(128, 236)
(129, 236)
(130, 236)
(130, 235)
(131, 235)
(131, 234)
(132, 234)
(133, 234)
(133, 233)
(134, 233)
(135, 233)
(135, 232)
(136, 232)
(137, 232)
(137, 231)
(138, 231)
(138, 230)
(139, 230)
(140, 230)
(140, 229)
(141, 229)
(142, 229)
(142, 228)
(143, 228)
(143, 227)
(144, 227)
(145, 227)
(146, 227)
(147, 227)
(147, 226)
(148, 226)
(149, 226)
(150, 226)
(151, 226)
(152, 226)
(152, 225)
(153, 225)
(154, 225)
(155, 225)
(156, 225)
(156, 224)
(157, 224)
(158, 224)
(159, 224)
(160, 224)
(161, 224)
(162, 224)
(163, 224)
(164, 224)
(164, 223)
(165, 223)
(166, 223)
(167, 223)
(168, 223)
(169, 223)
(169, 222)
(170, 222)
(171, 222)
(172, 222)
(173, 222)
(174, 222)
(175, 222)
(175, 221)
(176, 221)
(177, 221)
(178, 221)
(179, 221)
(180, 221)
(181, 221)
(182, 221)
(183, 221)
(183, 220)
(184, 220)
(185, 220)
(186, 220)
(187, 220)
(188, 220)
(189, 220)
(189, 219)
(190, 219)
(191, 219)
(192, 219)
(193, 219)
(194, 219)
(194, 218)
(195, 218)
(196, 218)
(197, 218)
(198, 218)
(198, 217)
(199, 217)
(199, 216)
(200, 216)
(200, 215)
(201, 215)
(201, 214)
(201, 213)
(202, 213)
(203, 213)
(203, 212)
(204, 212)
(205, 212)
(205, 211)
(206, 211)
(207, 211)
(207, 210)
(208, 210)
(208, 209)
(209, 209)
(210, 209)
(210, 208)
(211, 208)
(212, 208)
(212, 207)
(213, 207)
(214, 207)
(214, 206)
(215, 206)
(216, 206)
(216, 205)
(217, 205)
(218, 205)
(218, 204)
(219, 204)
(220, 204)
(220, 203)
(221, 203)
(222, 203)
(222, 202)
(223, 202)
(223, 201)
(224, 201)
(225, 201)
(225, 200)
(226, 200)
(227, 200)
(227, 199)
(228, 199)
(228, 198)
(229, 198)
(229, 197)
(230, 197)
(231, 197)
(231, 196)
(232, 196)
(232, 195)
(233, 195)
(234, 195)
(234, 194)
(235, 194)
(236, 194)
(237, 194)
(237, 193)
(238, 193)
(239, 193)
(239, 192)
(240, 192)
(240, 191)
(241, 191)
(242, 191)
(242, 190)
(243, 190)
(244, 190)
